[14:48:42] <FROM=GSWEA#TO=HAB#TEXT=WD:15,WS:0,WDA:21,WSA:0,H:24,T:0,R:0,P:0,B:423#CNT=1446#RSSI=-80#>
[14:49:05] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:23,WSA:10,H:24,T:29,R:0,P:6514,B:423#CNT=1448#RSSI=-79#>
[14:49:28] <FROM=ASUI#TO=HAB#TEXT=B:1,X:0,Y:0#CNT=0#RSSI=-75#>
[14:49:29] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:6,WDA:17,WSA:9,H:24,T:29,R:0,P:6513,B:423#CNT=1450#RSSI=-80#>
[14:49:49] <FROM=ASUI#TO=HAB#TEXT=B:0,X:-1,Y:0#CNT=1#RSSI=-78#>
[14:49:53] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:33,WDA:17,WSA:10,H:24,T:29,R:0,P:6514,B:424#CNT=1453#RSSI=-79#>
[14:49:53] <FROM=ASUIGS#TO=HAB#TEXT=B:0,X:-1,Y:0#CNT=1454#RSSI=-79#>
[14:50:04] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:20,WDA:17,WSA:12,H:24,T:29,R:0,P:6514,B:424#CNT=1455#RSSI=-80#>
[14:50:16] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:26,WDA:18,WSA:14,H:24,T:29,R:0,P:6515,B:424#CNT=1456#RSSI=-80#>
[14:50:28] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:18,WSA:15,H:24,T:29,R:0,P:6515,B:424#CNT=1457#RSSI=-80#>
[14:50:40] <FROM=GSWEA#TO=HAB#TEXT=WD:11,WS:13,WDA:18,WSA:15,H:24,T:29,R:0,P:6514,B:423#CNT=1458#RSSI=-79#>
[14:50:52] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:6,WDA:18,WSA:14,H:24,T:29,R:0,P:6515,B:423#CNT=1459#RSSI=-81#>
[14:51:03] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:6,WDA:18,WSA:14,H:24,T:29,R:0,P:6516,B:423#CNT=1460#RSSI=-79#>
[14:51:15] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:18,WSA:14,H:24,T:29,R:0,P:6515,B:423#CNT=1461#RSSI=-79#>
[14:51:27] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:24,WSA:14,H:25,T:29,R:0,P:6515,B:423#CNT=1462#RSSI=-79#>
[14:51:37] <FROM=ASUIGS#TO=HAB#TEXT=B:1,X:0,Y:0#CNT=1463#RSSI=-79#>
[14:51:39] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:26,WDA:19,WSA:15,H:25,T:29,R:0,P:6513,B:423#CNT=1464#RSSI=-77#>
[14:51:39] <FROM=ASUI#TO=HAB#TEXT=B:2,X:0,Y:0#CNT=3#RSSI=-79#>
[14:51:43] <FROM=ACKHABGS#TO=ASUI#TEXT=B:2,X:0,Y:0#CNT=1465#RSSI=-77#>
[14:51:50] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:20,WDA:19,WSA:14,H:25,T:29,R:0,P:6512,B:423#CNT=1466#RSSI=-77#>
[14:52:02] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:33,WDA:18,WSA:13,H:25,T:29,R:0,P:6512,B:424#CNT=1467#RSSI=-78#>
[14:52:14] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:53,WDA:18,WSA:15,H:25,T:29,R:0,P:6512,B:424#CNT=1468#RSSI=-77#>
[14:52:26] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:0,WDA:18,WSA:0,H:25,T:0,R:0,P:0,B:423#CNT=1469#RSSI=-76#>
[14:52:38] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:46,WDA:19,WSA:21,H:25,T:29,R:0,P:6512,B:423#CNT=1470#RSSI=-78#>
[14:52:49] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:13,WDA:20,WSA:22,H:25,T:29,R:0,P:6512,B:423#CNT=1471#RSSI=-76#>
[14:53:01] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:20,WDA:20,WSA:23,H:25,T:29,R:0,P:6512,B:423#CNT=1472#RSSI=-78#>
[14:53:13] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:20,WSA:23,H:25,T:29,R:0,P:6512,B:423#CNT=1473#RSSI=-80#>
[14:53:25] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:0,WDA:20,WSA:0,H:25,T:0,R:0,P:0,B:423#CNT=1474#RSSI=-79#>
[14:53:36] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:21,WSA:24,H:25,T:29,R:0,P:6513,B:423#CNT=1475#RSSI=-79#>
[14:53:48] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:20,WDA:21,WSA:23,H:25,T:29,R:0,P:6514,B:423#CNT=1476#RSSI=-80#>
[14:54:00] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:33,WDA:22,WSA:23,H:25,T:29,R:0,P:6514,B:423#CNT=1477#RSSI=-77#>
[14:54:12] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:13,WDA:21,WSA:22,H:25,T:29,R:0,P:6514,B:423#CNT=1478#RSSI=-79#>
[14:54:24] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:0,WDA:32,WSA:0,H:25,T:0,R:0,P:0,B:423#CNT=1479#RSSI=-79#>
[14:54:35] <FROM=GSWEA#TO=HAB#TEXT=WD:0,WS:13,WDA:33,WSA:15,H:25,T:29,R:0,P:6514,B:423#CNT=1480#RSSI=-80#>
[14:54:39] <FROM=ASGNSSGS#TO=HAB#TEXT=V,#CNT=1481#RSSI=-82#>
[14:54:47] <FROM=ASGNSS#TO=HAB#TEXT=125445.00,N*57#CNT=5#RSSI=-80#>
[14:54:47] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:20,WDA:34,WSA:14,H:25,T:29,R:0,P:6514,B:423#CNT=1482#RSSI=-81#>
[14:54:51] <FROM=ASGNSSGS#TO=HAB#TEXT=125445.00,N*57#CNT=1483#RSSI=-81#>
[14:54:59] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:26,WDA:35,WSA:15,H:25,T:29,R:0,P:6514,B:423#CNT=1484#RSSI=-82#>
[14:55:02] <FROM=ASGNSSGS#TO=HAB#TEXT=125456.00,N*55#CNT=1485#RSSI=-81#>
[14:55:21] <FROM=ASGNSS#TO=HAB#TEXT=4556.24364,00743.75702#CNT=8#RSSI=-80#>
[14:55:23] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:13,WDA:35,WSA:15,H:25,T:29,R:0,P:6516,B:423#CNT=1488#RSSI=-80#>
[14:55:25] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24364,00743.75702#CNT=1489#RSSI=-79#>
[14:55:34] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:20,WDA:35,WSA:14,H:25,T:29,R:0,P:6515,B:423#CNT=1490#RSSI=-78#>
[14:55:44] <FROM=ASGNSS#TO=HAB#TEXT=4556.24503,00743.76409#CNT=10#RSSI=-79#>
[14:55:46] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:13,WDA:34,WSA:14,H:25,T:29,R:0,P:6514,B:423#CNT=1491#RSSI=-80#>
[14:55:48] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24503,00743.76409#CNT=1492#RSSI=-80#>
[14:55:55] <FROM=ASGNSS#TO=HAB#TEXT=4556.24530,00743.76424#CNT=11#RSSI=-79#>
