[13:33:57] <FROM=ASGNSS#TO=HAB#TEXT=4556.24393,00743.75842#CNT=64#RSSI=-74#>
[13:34:01] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24393,00743.75842#CNT=891#RSSI=-72#>
[13:34:03] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:0,WDA:28,WSA:0,H:23,T:0,R:0,P:0,B:423#CNT=892#RSSI=-74#>
[13:34:08] <FROM=ASGNSS#TO=HAB#TEXT=4556.24401,00743.75862#CNT=65#RSSI=-78#>
[13:34:12] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24401,00743.75862#CNT=893#RSSI=-73#>
[13:34:15] <FROM=GSWEA#TO=HAB#TEXT=WD:33,WS:13,WDA:23,WSA:9,H:23,T:29,R:0,P:6516,B:423#CNT=894#RSSI=-75#>
[13:34:19] <FROM=ASGNSS#TO=HAB#TEXT=4556.24402,00743.75873#CNT=66#RSSI=-77#>
[13:34:23] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24402,00743.75873#CNT=895#RSSI=-75#>
[13:34:27] <FROM=GSWEA#TO=HAB#TEXT=WD:31,WS:13,WDA:23,WSA:9,H:23,T:29,R:0,P:6517,B:424#CNT=896#RSSI=-74#>
[13:34:30] <FROM=ASGNSS#TO=HAB#TEXT=4556.24398,00743.75877#CNT=67#RSSI=-74#>
[13:34:34] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24398,00743.75877#CNT=897#RSSI=-75#>
[13:34:38] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:6,WDA:24,WSA:8,H:23,T:29,R:0,P:6517,B:423#CNT=898#RSSI=-74#>
[13:34:41] <FROM=ASGNSS#TO=HAB#TEXT=4556.24393,00743.75857#CNT=68#RSSI=-77#>
[13:34:45] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24393,00743.75857#CNT=899#RSSI=-75#>
[13:34:50] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:23,WSA:7,H:23,T:29,R:0,P:6517,B:423#CNT=900#RSSI=-77#>
[13:34:52] <FROM=ASGNSS#TO=HAB#TEXT=4556.24374,00743.75818#CNT=69#RSSI=-79#>
[13:34:56] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24374,00743.75818#CNT=901#RSSI=-75#>
[13:35:02] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:0,WDA:24,WSA:0,H:23,T:0,R:0,P:0,B:423#CNT=902#RSSI=-74#>
[13:35:03] <FROM=ASGNSS#TO=HAB#TEXT=4556.24320,00743.75552#CNT=70#RSSI=-71#>
[13:35:07] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24320,00743.75552#CNT=903#RSSI=-75#>
[13:35:14] <FROM=GSWEA#TO=HAB#TEXT=WD:4,WS:6,WDA:23,WSA:9,H:23,T:29,R:0,P:6515,B:423#CNT=904#RSSI=-74#>
[13:35:14] <FROM=ASGNSS#TO=HAB#TEXT=4556.24309,00743.75319#CNT=71#RSSI=-69#>
[13:35:18] <FROM=HABGS#TO=AS#TEXT=Hello, IGLUNA!#CNT=905#RSSI=-75#>
[13:35:26] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:6,WDA:14,WSA:10,H:23,T:29,R:0,P:6516,B:423#CNT=906#RSSI=-75#>
[13:35:33] <FROM=ASGNSS#TO=HAB#TEXT=V,#CNT=0#RSSI=-66#>
[13:35:37] <FROM=ASGNSS#TO=HAB#TEXT=V,#CNT=0#RSSI=-66#>
[13:35:43] <FROM=ASUI#TO=HAB#TEXT=B:4,X:0,Y:0#CNT=1#RSSI=-77#>
[13:35:45] <FROM=ASGNSS#TO=HAB#TEXT=113543.00,N*55#CNT=2#RSSI=-70#>
[13:35:47] <FROM=ASGNSSGS#TO=HAB#TEXT=113543.00,N*55#CNT=908#RSSI=-72#>
[13:35:49] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:33,WDA:14,WSA:12,H:23,T:29,R:0,P:6514,B:423#CNT=909#RSSI=-72#>
[13:35:52] <FROM=ASUI#TO=HAB#TEXT=B:3,X:0,Y:0#CNT=3#RSSI=-70#>
[13:35:56] <FROM=ACKHABGS#TO=ASUI#TEXT=B:3,X:0,Y:0#CNT=910#RSSI=-73#>
[13:35:56] <FROM=ASGNSS#TO=HAB#TEXT=113554.00,N*53#CNT=4#RSSI=-61#>
[13:36:00] <FROM=ASGNSSGS#TO=HAB#TEXT=113554.00,N*53#CNT=911#RSSI=-77#>
[13:36:01] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:20,WDA:14,WSA:13,H:23,T:29,R:0,P:6514,B:423#CNT=912#RSSI=-75#>
[13:36:03] <FROM=ACKAS#TO=HAB#TEXT=Got button 3!#CNT=5#RSSI=-71#>
[13:36:08] <FROM=ACKAS#TO=HAB#TEXT=Got button 3!#CNT=5#RSSI=-71#>
[13:36:13] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:13,WSA:13,H:23,T:29,R:0,P:6514,B:424#CNT=913#RSSI=-74#>
[13:36:14] <FROM=ASUI#TO=HAB#TEXT=B:1,X:0,Y:0#CNT=7#RSSI=-80#>
[13:36:18] <FROM=ACKHABGS#TO=ASUI#TEXT=B:1,X:0,Y:0#CNT=914#RSSI=-74#>
[13:36:19] <FROM=ASGNSS#TO=HAB#TEXT=4556.24244,00743.75779#CNT=8#RSSI=-79#>
[13:36:22] <FROM=ACKAS#TO=HAB#TEXT=Hello, IGLUNA!#CNT=9#RSSI=-77#>
[13:36:23] <FROM=HABGS#TO=AS#TEXT=Hello, IGLUNA!#CNT=915#RSSI=-76#>
[13:36:24] <FROM=ACKAS#TO=HABGS#TEXT=Hello, IGLUNA!#CNT=10#RSSI=-71#>
[13:36:25] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:33,WDA:13,WSA:14,H:23,T:29,R:0,P:6516,B:423#CNT=916#RSSI=-75#>
[13:36:30] <FROM=ASGNSS#TO=HAB#TEXT=4556.24295,00743.75518#CNT=11#RSSI=-69#>
[13:36:34] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24295,00743.75518#CNT=917#RSSI=-78#>
[13:36:36] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:13,WDA:34,WSA:15,H:23,T:29,R:0,P:6515,B:423#CNT=918#RSSI=-77#>
[13:36:42] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:13,WDA:34,WSA:15,H:23,T:29,R:0,P:6515,B:423#CNT=918#RSSI=-77#>
[13:36:47] <FROM=ASUI#TO=HAB#TEXT=B:1,X:0,Y:0#CNT=13#RSSI=-68#>
[13:36:48] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:6,WDA:33,WSA:15,H:23,T:29,R:0,P:6516,B:424#CNT=919#RSSI=-74#>
[13:36:51] <FROM=ACKHABGS#TO=ASUI#TEXT=B:1,X:0,Y:0#CNT=920#RSSI=-74#>
[13:36:53] <FROM=ASGNSS#TO=HAB#TEXT=4556.24310,00743.75405#CNT=14#RSSI=-76#>
[13:36:57] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24310,00743.75405#CNT=921#RSSI=-74#>
[13:37:00] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:6,WDA:32,WSA:13,H:23,T:29,R:0,P:6516,B:423#CNT=922#RSSI=-75#>
[13:37:00] <FROM=ACKAS#TO=HAB#TEXT=Again got buton 1#CNT=15#RSSI=-78#>
[13:37:04] <FROM=ACKAS#TO=HAB#TEXT=Again got buton 1#CNT=15#RSSI=-78#>
[13:37:12] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:32,WSA:12,H:23,T:29,R:0,P:6516,B:423#CNT=923#RSSI=-76#>
[13:37:13] <FROM=ASUI#TO=HAB#TEXT=B:1,X:0,Y:0#CNT=17#RSSI=-72#>
[13:37:15] <FROM=ASGNSS#TO=HAB#TEXT=4556.24334,00743.75454#CNT=18#RSSI=-73#>
[13:37:16] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24334,00743.75454#CNT=924#RSSI=-75#>
[13:37:18] <FROM=ACKAS#TO=HAB#TEXT=Hello, IGLUNA 2018/2019!#CNT=19#RSSI=-72#>
[13:37:23] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:6,WDA:4,WSA:12,H:23,T:29,R:0,P:6516,B:423#CNT=925#RSSI=-74#>
