[11:44:54] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:6,WDA:15,WSA:9,H:26,T:25,R:0,P:6515,B:423#CNT=230#RSSI=-71#>
[11:45:00] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:6,WDA:15,WSA:9,H:26,T:25,R:0,P:6515,B:423#CNT=230#RSSI=-71#>
[11:45:01] <FROM=ASUI#TO=HAB#TEXT=B:1,X:1,Y:-1#CNT=7#RSSI=-74#>
[11:45:02] <FROM=ACKHAB#TO=ASUI#TEXT=B:1,X:1,Y:-1#CNT=7#RSSI=-74#>
[11:45:05] <FROM=ACKHABGS#TO=ASUI#TEXT=B:1,X:1,Y:-1#CNT=231#RSSI=-71#>
[11:45:17] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:13,WDA:15,WSA:9,H:26,T:25,R:0,P:6515,B:423#CNT=233#RSSI=-70#>
[11:45:29] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:6,WDA:15,WSA:9,H:26,T:25,R:0,P:6515,B:423#CNT=234#RSSI=-71#>
[11:45:41] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:21,WSA:9,H:25,T:25,R:0,P:6515,B:423#CNT=235#RSSI=-70#>
[11:45:53] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:6,WDA:20,WSA:9,H:25,T:25,R:0,P:6516,B:423#CNT=236#RSSI=-71#>
[11:46:05] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:6,WDA:19,WSA:9,H:25,T:25,R:0,P:6516,B:423#CNT=237#RSSI=-71#>
[11:46:16] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:20,WDA:18,WSA:9,H:25,T:25,R:0,P:6518,B:423#CNT=238#RSSI=-69#>
[11:46:28] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:18,WSA:8,H:25,T:25,R:0,P:6518,B:423#CNT=239#RSSI=-73#>
[11:46:40] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:6,WDA:17,WSA:8,H:26,T:25,R:0,P:6515,B:423#CNT=240#RSSI=-72#>
[11:46:42] <FROM=ASGNSS#TO=HAB#TEXT=4556.24145,00743.75629#CNT=0#RSSI=-68#>
[11:46:46] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24145,00743.75629#CNT=241#RSSI=-72#>
[11:46:47] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.24145,00743.75629#CNT=241#RSSI=-72#>
[11:46:52] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:0,WDA:17,WSA:0,H:26,T:0,R:0,P:0,B:424#CNT=242#RSSI=-71#>
[11:47:04] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:20,WDA:17,WSA:8,H:26,T:25,R:0,P:6516,B:424#CNT=243#RSSI=-71#>
[11:47:15] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:17,WSA:7,H:26,T:25,R:0,P:6516,B:424#CNT=244#RSSI=-70#>
[11:47:26] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:17,WSA:7,H:26,T:25,R:0,P:6516,B:424#CNT=244#RSSI=-70#>
[11:47:27] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:18,WSA:8,H:26,T:25,R:0,P:6516,B:424#CNT=245#RSSI=-70#>
[11:47:39] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:19,WSA:8,H:26,T:25,R:0,P:6516,B:424#CNT=246#RSSI=-70#>
[11:47:51] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:0,WDA:19,WSA:10,H:26,T:25,R:0,P:6516,B:424#CNT=247#RSSI=-71#>
[11:48:02] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:0,WDA:19,WSA:10,H:26,T:25,R:0,P:6516,B:424#CNT=247#RSSI=-71#>
[11:48:03] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:20,WDA:19,WSA:12,H:26,T:25,R:0,P:6517,B:423#CNT=248#RSSI=-71#>
