[21:55:13] <FROM=ASGNSS#TO=HAB#TEXT=4600.97147,00744.89923#CNT=554#RSSI=-36#>
[21:55:18] <FROM=ACKAS#TO=HAB#TEXT=hhh 001022#CNT=555#RSSI=-38#>
[21:55:25] <FROM=ASGNSS#TO=HAB#TEXT=4600.97150,00744.89907#CNT=556#RSSI=-41#>
[21:55:26] <FROM=ACKAS#TO=HAB#TEXT=szlalom#CNT=557#RSSI=-41#>
[21:55:36] <FROM=ASGNSS#TO=HAB#TEXT=4600.97141,00744.89912#CNT=558#RSSI=-39#>
