[11:36:38] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:26,WDA:21,WSA:11,H:26,T:24,R:0,P:6514,B:423#CNT=182#RSSI=-71#>
[11:36:44] <FROM=ASGNSS#TO=HAB#TEXT=4556.19678,00743.78257#CNT=42#RSSI=-70#>
[11:37:02] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:6,WDA:19,WSA:9,H:26,T:24,R:0,P:6515,B:423#CNT=185#RSSI=-70#>
[11:38:12] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:13,WDA:23,WSA:7,H:26,T:24,R:0,P:6515,B:424#CNT=192#RSSI=-68#>
[11:38:24] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:0,WDA:23,WSA:0,H:26,T:0,R:0,P:0,B:423#CNT=193#RSSI=-69#>
[11:38:36] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:20,WDA:22,WSA:7,H:26,T:24,R:0,P:6515,B:423#CNT=194#RSSI=-68#>
[11:38:48] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:6,WDA:23,WSA:6,H:26,T:24,R:0,P:6514,B:423#CNT=195#RSSI=-69#>
[11:39:00] <FROM=GSWEA#TO=HAB#TEXT=WD:0,WS:6,WDA:5,WSA:6,H:26,T:24,R:0,P:6515,B:423#CNT=196#RSSI=-68#>
[11:39:01] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.18974,00743.78903#CNT=197#RSSI=-68#>
[11:40:18] <FROM=ASGNSSGS#TO=HAB#TEXT=4556.19121,00743.78870#CNT=205#RSSI=-69#>
