[13:43:17] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:20,WDA:0,WSA:19,H:23,T:29,R:0,P:6515,B:423#CNT=972#RSSI=-74#>
[13:43:19] <FROM=ASGNSS#TO=HAB#TEXT=114307.00,N*54#CNT=54#RSSI=-21#>
[13:43:29] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:0,WSA:19,H:23,T:29,R:0,P:6515,B:423#CNT=973#RSSI=-76#>
[13:43:30] <FROM=ASGNSS#TO=HAB#TEXT=114318.00,N*5A#CNT=55#RSSI=-21#>
[13:43:41] <FROM=ASGNSS#TO=HAB#TEXT=114329.00,N*58#CNT=56#RSSI=-20#>
[13:43:45] <FROM=ASGNSSGS#TO=HAB#TEXT=114329.00,N*58#CNT=975#RSSI=-76#>
[13:43:52] <FROM=ASGNSS#TO=HAB#TEXT=114340.00,N*57#CNT=57#RSSI=-20#>
[13:43:52] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:26,WDA:32,WSA:15,H:23,T:29,R:0,P:0,B:423#CNT=976#RSSI=-76#>
[13:44:03] <FROM=ASGNSS#TO=HAB#TEXT=114351.00,N*57#CNT=58#RSSI=-21#>
[13:44:04] <FROM=GSWEA#TO=HAB#TEXT=WD:4,WS:13,WDA:33,WSA:14,H:23,T:29,R:0,P:6516,B:423#CNT=977#RSSI=-74#>
[13:44:07] <FROM=ASGNSSGS#TO=HAB#TEXT=114351.00,N*57#CNT=978#RSSI=-74#>
[13:44:14] <FROM=ASGNSS#TO=HAB#TEXT=114402.00,N*56#CNT=59#RSSI=-21#>
[13:44:16] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:13,WDA:32,WSA:12,H:23,T:29,R:0,P:6516,B:423#CNT=979#RSSI=-77#>
[13:44:25] <FROM=ASGNSS#TO=HAB#TEXT=114413.00,N*56#CNT=60#RSSI=-21#>
[13:44:28] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:20,WDA:32,WSA:12,H:23,T:29,R:0,P:6516,B:423#CNT=980#RSSI=-76#>
[13:44:29] <FROM=ASGNSSGS#TO=HAB#TEXT=114413.00,N*56#CNT=981#RSSI=-76#>
[13:44:31] <FROM=ACKAS#TO=HAB#TEXT=siema#CNT=61#RSSI=-21#>
[13:44:36] <FROM=ASGNSS#TO=HAB#TEXT=114424.00,N*52#CNT=62#RSSI=-21#>
[13:44:40] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:2,WSA:12,H:23,T:29,R:0,P:6516,B:423#CNT=982#RSSI=-75#>
[13:44:42] <FROM=ACKAS#TO=HAB#TEXT=hi guys#CNT=63#RSSI=-21#>
[13:44:47] <FROM=ACKAS#TO=HAB#TEXT=hi guys#CNT=63#RSSI=-21#>
[13:44:51] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:1,WSA:12,H:23,T:29,R:0,P:6517,B:423#CNT=983#RSSI=-75#>
[13:44:58] <FROM=ASGNSS#TO=HAB#TEXT=114446.00,N*56#CNT=65#RSSI=-21#>
[13:45:03] <FROM=ASUI#TO=HAB#TEXT=B:4,X:0,Y:0#CNT=66#RSSI=-21#>
[13:45:04] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:6,WDA:15,WSA:11,H:23,T:29,R:0,P:6516,B:423#CNT=984#RSSI=-75#>
