[11:25:06] <FROM=ASGNSS#TO=HAB#TEXT=4556.21625,00743.76575#CNT=73#RSSI=-70#>
[11:25:17] <FROM=ASGNSS#TO=HAB#TEXT=4556.21588,00743.76587#CNT=74#RSSI=-66#>
