[11:53:57] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:24,WSA:10,H:25,T:25,R:0,P:6516,B:424#CNT=278#RSSI=-73#>
[11:54:02] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:24,WSA:10,H:25,T:25,R:0,P:6516,B:424#CNT=278#RSSI=-73#>
[11:54:08] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:0,WDA:33,WSA:0,H:26,T:0,R:0,P:0,B:423#CNT=279#RSSI=-71#>
[11:54:14] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:0,WDA:33,WSA:0,H:26,T:0,R:0,P:0,B:423#CNT=279#RSSI=-71#>
[11:54:20] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:20,WDA:33,WSA:11,H:26,T:25,R:0,P:6516,B:423#CNT=280#RSSI=-71#>
[11:54:26] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:20,WDA:33,WSA:11,H:26,T:25,R:0,P:6516,B:423#CNT=280#RSSI=-71#>
[11:54:32] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:6,WDA:34,WSA:12,H:26,T:25,R:0,P:6516,B:423#CNT=281#RSSI=-71#>
[11:54:38] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:6,WDA:34,WSA:12,H:26,T:25,R:0,P:6516,B:423#CNT=281#RSSI=-71#>
[11:54:44] <FROM=GSWEA#TO=HAB#TEXT=WD:31,WS:6,WDA:21,WSA:10,H:26,T:25,R:0,P:6516,B:423#CNT=282#RSSI=-70#>
[11:54:50] <FROM=GSWEA#TO=HAB#TEXT=WD:31,WS:6,WDA:21,WSA:10,H:26,T:25,R:0,P:6516,B:423#CNT=282#RSSI=-70#>
[11:54:56] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:0,WDA:22,WSA:7,H:26,T:25,R:0,P:6516,B:423#CNT=283#RSSI=-72#>
[11:55:02] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:0,WDA:22,WSA:7,H:26,T:25,R:0,P:6516,B:423#CNT=283#RSSI=-72#>
[11:55:08] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:6,WDA:22,WSA:6,H:26,T:25,R:0,P:6517,B:423#CNT=284#RSSI=-71#>
[11:55:14] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:6,WDA:22,WSA:6,H:26,T:25,R:0,P:6517,B:423#CNT=284#RSSI=-71#>
[11:55:19] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:23,WSA:0,H:26,T:0,R:0,P:0,B:424#CNT=285#RSSI=-71#>
[11:55:26] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:23,WSA:0,H:26,T:0,R:0,P:0,B:424#CNT=285#RSSI=-71#>
[11:55:31] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:20,WDA:23,WSA:8,H:26,T:25,R:0,P:6516,B:424#CNT=286#RSSI=-72#>
[11:55:38] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:20,WDA:23,WSA:8,H:26,T:25,R:0,P:6516,B:424#CNT=286#RSSI=-72#>
[11:55:43] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:23,WSA:8,H:26,T:25,R:0,P:6517,B:424#CNT=287#RSSI=-81#>
[11:55:50] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:23,WSA:8,H:26,T:25,R:0,P:6517,B:424#CNT=287#RSSI=-81#>
[11:55:55] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:6,WDA:23,WSA:9,H:26,T:25,R:0,P:6516,B:424#CNT=288#RSSI=-81#>
[11:56:02] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:6,WDA:23,WSA:9,H:26,T:25,R:0,P:6516,B:424#CNT=288#RSSI=-81#>
[11:56:07] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:23,WSA:8,H:26,T:25,R:0,P:6516,B:424#CNT=289#RSSI=-73#>
[11:56:14] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:23,WSA:8,H:26,T:25,R:0,P:6516,B:424#CNT=289#RSSI=-73#>
