[15:05:30] <FROM=ASGNSS#TO=HAB#TEXT=130518.00,N*5A#CNT=67#RSSI=-40#>
[15:05:35] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:13,WDA:14,WSA:6,H:26,T:29,R:0,P:6512,B:423#CNT=1577#RSSI=-79#>
[15:05:41] <FROM=ASGNSS#TO=HAB#TEXT=130529.00,N*58#CNT=68#RSSI=-40#>
[15:05:47] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:6,WDA:14,WSA:6,H:26,T:29,R:0,P:6513,B:424#CNT=1578#RSSI=-78#>
[15:05:52] <FROM=ASGNSS#TO=HAB#TEXT=130540.00,N*57#CNT=69#RSSI=-40#>
[15:05:59] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:20,WDA:14,WSA:7,H:26,T:29,R:0,P:6511,B:423#CNT=1579#RSSI=-78#>
[15:06:11] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:20,WDA:15,WSA:7,H:26,T:29,R:0,P:6513,B:423#CNT=1580#RSSI=-79#>
[15:06:11] <FROM=ACKAS#TO=HAB#TEXT=bbbbb#CNT=0#RSSI=-34#>
[15:06:21] <FROM=ACKAS#TO=HAB#TEXT=dupa#CNT=1#RSSI=-33#>
[15:06:22] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:33,WDA:16,WSA:10,H:26,T:29,R:0,P:6514,B:424#CNT=1581#RSSI=-81#>
[15:06:28] <FROM=ACKAS#TO=HAB#TEXT=andrzej dupa#CNT=2#RSSI=-34#>
[15:06:34] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:0,WDA:16,WSA:0,H:26,T:0,R:0,P:0,B:423#CNT=1582#RSSI=-79#>
[15:06:58] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:26,WDA:15,WSA:16,H:25,T:29,R:0,P:6514,B:423#CNT=1584#RSSI=-79#>
[15:07:10] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:13,WDA:9,WSA:17,H:25,T:29,R:0,P:6514,B:423#CNT=1585#RSSI=-77#>
[15:07:21] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:6,WDA:9,WSA:16,H:25,T:29,R:0,P:6515,B:423#CNT=1586#RSSI=-80#>
[15:07:25] <FROM=ACKAS#TO=HAB#TEXT=hmmm#CNT=3#RSSI=-33#>
[15:07:33] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:0,WDA:5,WSA:0,H:25,T:0,R:0,P:0,B:423#CNT=1587#RSSI=-78#>
[15:07:45] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:20,WDA:5,WSA:16,H:25,T:29,R:0,P:6515,B:423#CNT=1588#RSSI=-80#>
[15:07:57] <FROM=GSWEA#TO=HAB#TEXT=WD:20,WS:26,WDA:5,WSA:17,H:25,T:29,R:0,P:6513,B:423#CNT=1589#RSSI=-78#>
[15:08:32] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:0,WDA:5,WSA:0,H:25,T:0,R:0,P:0,B:424#CNT=1592#RSSI=-81#>
[15:08:44] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:26,WDA:6,WSA:16,H:25,T:29,R:0,P:6512,B:424#CNT=1593#RSSI=-81#>
[15:08:56] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:26,WDA:7,WSA:16,H:25,T:29,R:0,P:6512,B:424#CNT=1594#RSSI=-81#>
[15:09:07] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:13,WDA:20,WSA:16,H:25,T:29,R:0,P:6512,B:424#CNT=1595#RSSI=-84#>
[15:09:19] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:21,WSA:16,H:25,T:29,R:0,P:6513,B:424#CNT=1596#RSSI=-82#>
