[12:57:29] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:9,WSA:14,H:26,T:25,R:0,P:6518,B:423#CNT=606#RSSI=-79#>
[12:57:41] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:6,WDA:9,WSA:13,H:26,T:25,R:0,P:6517,B:424#CNT=607#RSSI=-79#>
[12:58:05] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:13,WDA:8,WSA:10,H:26,T:25,R:0,P:6518,B:424#CNT=609#RSSI=-76#>
[12:58:52] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:6,WDA:5,WSA:9,H:26,T:25,R:0,P:6517,B:423#CNT=613#RSSI=-80#>
[12:59:04] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:6,WDA:5,WSA:9,H:26,T:25,R:0,P:6518,B:423#CNT=614#RSSI=-78#>
[12:59:16] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:20,WDA:6,WSA:8,H:27,T:25,R:0,P:6517,B:423#CNT=615#RSSI=-79#>
[12:59:27] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:6,WDA:15,WSA:7,H:27,T:25,R:0,P:6517,B:423#CNT=616#RSSI=-78#>
[12:59:39] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:20,WDA:15,WSA:7,H:27,T:25,R:0,P:6516,B:424#CNT=617#RSSI=-79#>
[12:59:51] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:26,WDA:16,WSA:10,H:27,T:25,R:0,P:6516,B:424#CNT=618#RSSI=-81#>
[13:00:03] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:6,WDA:16,WSA:11,H:27,T:25,R:0,P:6516,B:424#CNT=619#RSSI=-79#>
[13:00:15] <FROM=GSWEA#TO=HAB#TEXT=WD:13,WS:6,WDA:17,WSA:11,H:27,T:25,R:0,P:6517,B:424#CNT=620#RSSI=-79#>
[13:00:26] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:6,WDA:17,WSA:9,H:27,T:25,R:0,P:6517,B:423#CNT=621#RSSI=-79#>
[13:00:38] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:20,WDA:18,WSA:11,H:27,T:25,R:0,P:6516,B:423#CNT=622#RSSI=-77#>
